,time,frame,person_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1,2022-11-10 12:26:03.032138,1,2,0,0,0,0,0,0,942.23,222.18,0,0,945.45,249.21,944.9,247.91,960.19,283.86,0,0,966.93,315.64,0,0,939.11,318.83,951.72,319.2,915.84,364.08,962.8,358.75,0,0,990.76,402.51
8,2022-11-10 12:26:15.791870,2,2,0,0,0,0,0,0,937.08,223.16,0,0,940.01,250.93,939.69,249.31,952.7,285.96,0,0,960.06,317.11,0,0,932.96,320.67,940.96,319.19,912.31,366.06,957.9,359.66,0,0,986.63,404.73
15,2022-11-10 12:26:28.601177,3,2,0,0,0,0,0,0,932.25,222.97,0,0,936.07,250.09,932.2,248.8,945.13,284.05,0,0,953.64,317.28,0,0,927.18,319.14,930.91,319.26,912.32,365.89,948.35,360.05,0,0,979.71,403.26
22,2022-11-10 12:26:41.410160,4,2,0,0,0,0,0,0,926.86,224.02,0,0,928.73,250.79,930.42,248.64,934.9,291.2,0,0,0,0,0,0,919.38,320.83,930.01,321.18,908.64,369.63,938.66,363.98,0,0,971.32,399.84
28,2022-11-10 12:26:53.122332,5,2,0,0,0,0,0,0,0,0,0,0,922.33,249.98,926.12,248.2,924.05,287.42,0,0,0,0,0,0,913.27,323.3,922.12,324.62,908.87,376.93,0,0,0,0,0,0
35,2022-11-10 12:27:07.046214,6,2,0,0,0,0,0,0,0,0,0,0,919.48,250.95,921.04,249.69,921.27,287.08,0,0,0,0,0,0,910.78,321.54,912.23,321.69,0,0,0,0,0,0,0,0
42,2022-11-10 12:27:20.900701,7,2,0,0,0,0,0,0,909.28,223.29,0,0,914.94,251.15,918.04,249.18,914.11,287.19,0,0,0,0,0,0,908.26,313.98,912.39,312.11,903.39,361.97,904.69,359.91,0,0,0,0
54,2022-11-10 12:27:46.424543,8,2,0,0,0,0,0,0,903.5,222.78,0,0,906.8,248.55,911.47,246.71,903.51,281.98,0,0,892.68,309.85,0,0,902.58,310.96,900.98,310.73,898.56,366.8,882.22,357.93,0,0,0,0
60,2022-11-10 12:27:59.253641,9,2,0,0,0,0,0,0,900.26,223,0,0,901.91,248.77,909.11,247.42,896.26,284.18,0,0,881.93,315.86,0,0,897.86,316.13,897.29,315.72,898.12,362.99,873.13,355.17,0,0,0,0
68,2022-11-10 12:28:14.118515,10,2,0,0,0,0,0,0,895.89,222.92,0,0,897.49,247.63,907.9,247.56,891.59,277.22,0,0,880.94,299.56,0,0,894.45,314.75,893.57,313.65,896.85,364.16,866.55,349.91,0,0,880.67,393.21
77,2022-11-10 12:28:30.049442,11,2,0,0,0,0,0,0,891.46,223.27,0,0,892.83,247.22,903.93,246.74,885.19,277.9,911.07,283.25,871.61,298.66,910.69,312.92,891.2,312.8,887.96,311.72,895.89,364.1,863.18,350.7,0,0,868.97,397.25
86,2022-11-10 12:28:48.050241,12,2,0,0,0,0,0,0,885.04,226.78,0,0,887.3,250.33,901.59,250.34,879.18,282.81,907.57,285.99,860.9,300.93,907.53,317.11,883.27,313.14,892.28,313.52,860.09,351.61,895.7,362.03,855.13,402.78,906.09,399.73
95,2022-11-10 12:29:06.104865,13,2,0,0,0,0,0,0,879.1,228.28,0,0,879.75,251.93,896.28,251.46,869.49,285.25,902.92,284.75,850.83,299.54,904.13,316.25,875.76,312.02,888.35,311.81,856.14,352.55,890.14,358.82,843.15,400.68,902.98,399.7
102,2022-11-10 12:29:23.968028,14,2,0,0,0,0,0,0,875.21,229.58,0,0,874.57,253.72,890.73,253.71,861.84,285.59,900.26,286.88,842,296.74,901.93,317.56,873.01,318.41,877.31,317.7,886.79,360.12,848.2,357.21,903.91,400.55,831.08,402.91
107,2022-11-10 12:29:39.917977,15,2,0,0,0,0,0,0,866.36,230.96,0,0,868.05,253.51,885.26,254.47,855.01,286.03,895.78,289.52,827.03,305.09,898.18,320.72,866.19,323.88,871.76,326.12,843.28,363.43,0,0,820.32,406.91,0,0
111,2022-11-10 12:29:54.725904,16,2,0,0,0,0,0,0,860.65,232.79,0,0,860.49,255.92,878.94,256.37,848.29,286.71,888.83,292.23,817.47,304.43,892.65,321.2,857.35,322.79,868.67,323.98,834.36,359.79,878.16,361.63,816.71,404.6,895.81,396.27
116,2022-11-10 12:30:08.498368,17,2,0,0,0,0,0,0,853.89,232.85,0,0,855.72,254.43,871.88,256.49,842.39,285.78,881.66,291.29,812.43,303.42,887.66,322.1,850.2,324.53,862.11,323.9,829.04,358.9,875.95,367.13,811.78,408.08,0,0
121,2022-11-10 12:30:22.422632,18,2,0,0,843.05,228,0,0,849.02,231.54,0,0,848.28,255.6,865.47,256.54,837.84,287.11,873.86,291.34,808.91,303.6,881.31,321.84,842.14,319.16,854.85,319.28,823.04,355.28,868.13,363.57,809.65,407.19,889.05,400.1
125,2022-11-10 12:30:35.291533,19,2,0,0,0,0,0,0,842.05,230.41,0,0,840.18,252.25,857.89,254.08,831.7,283.73,867.42,288.95,806.47,305.45,872.51,322.82,834.52,311.59,846.03,313.43,817.36,352.65,856.51,359.78,810.08,404.49,881.26,398.57
129,2022-11-10 12:30:47.109441,20,2,0,0,830.42,226.58,0,0,836.88,229.49,0,0,835.07,251.91,851.83,254.18,827.3,282.18,857.83,289.23,803.68,305.67,863.76,319.4,828.2,311.85,840.35,312.85,814.67,353.64,847.72,361.78,807.74,405.26,873.25,399.54
134,2022-11-10 12:30:58.901592,21,2,0,0,0,0,0,0,831.38,229.09,0,0,830.21,252.35,845.62,253.77,822.66,284.46,848.95,291.35,800.94,309.41,0,0,825.89,312.78,828.41,311.7,832.55,362.24,808.78,355.22,865.43,400.63,807.39,407.5
138,2022-11-10 12:31:10.664379,22,2,0,0,0,0,0,0,824.03,231.08,0,0,824.81,253.35,838.14,253.99,819.13,285.76,0,0,801.41,308.64,0,0,822.55,311.99,823.99,311.86,821.77,366.13,805.81,358.7,855.44,404.27,805.97,410.99
142,2022-11-10 12:31:22.361870,23,2,0,0,0,0,0,0,818.32,232.41,0,0,820.17,255.59,831.17,256.35,814.93,288.17,0,0,799.36,314.59,0,0,815.48,317.06,821.09,315.92,804.82,366.55,808.87,365.27,805.35,412.67,839.59,402.26
147,2022-11-10 12:31:35.139030,24,2,0,0,0,0,0,0,811.94,234.66,0,0,813.92,258.42,825.25,257.67,811.23,290.54,0,0,797.79,318.39,0,0,808.02,320.06,815.88,317.47,794.49,364.47,801.77,364.05,808.03,411.39,825.11,404.08
153,2022-11-10 12:31:48.942490,25,2,0,0,0,0,0,0,0,0,0,0,810.18,257.24,820.32,257.51,808.73,290.32,0,0,796.96,319.95,0,0,803.78,319.91,813.29,317.65,784.96,361.34,801.2,365.64,809.42,406.43,810,410.87
159,2022-11-10 12:32:02.772764,26,2,0,0,0,0,0,0,802.95,234.93,0,0,806.26,259.49,815.91,259.16,805.02,292.18,0,0,795.39,322.38,0,0,797.84,319.4,808.11,317.93,781.67,360.39,799.98,364.58,801.3,407.56,805,414.48
165,2022-11-10 12:32:17.784840,27,2,0,0,0,0,0,0,0,0,0,0,805.42,260.28,811.5,258.5,804.1,293.52,0,0,795.25,323.65,0,0,794.41,321.52,801.71,320.33,776.92,360.39,800.38,366.74,789.46,412.78,808.36,415.37
173,2022-11-10 12:32:34.878204,28,2,0,0,0,0,0,0,799.22,236.95,0,0,801.21,261.24,807.96,259.44,801.8,294.73,0,0,0,0,0,0,790.22,325.51,799.84,324.22,771.63,360.75,800.49,367.23,776.18,410.87,809.61,413.65
180,2022-11-10 12:32:50.922843,29,2,0,0,0,0,0,0,794.17,238.85,0,0,797.76,263.09,805.1,260.6,800.12,296.48,0,0,0,0,0,0,785.95,325.42,797.14,324.27,767.33,361.53,800.13,368.46,767.63,397.06,810.51,414.78
187,2022-11-10 12:33:06.963407,30,2,0,0,0,0,0,0,789.83,242.99,0,0,792.45,267.34,798.73,264.79,799.17,299.1,0,0,800.03,330.45,0,0,782.37,329.43,791.17,330.02,764.05,370.92,798.54,373.9,758.25,407.25,810.27,415.71
193,2022-11-10 12:33:21.913442,31,2,0,0,0,0,0,0,785.32,244.82,0,0,789.94,269.62,792.71,267.96,796.53,301.11,0,0,797.64,330.74,0,0,779.34,332.81,788.89,332.15,760.67,370.35,797.66,374.99,752.3,401.11,810.48,416.08
200,2022-11-10 12:33:35.909391,32,2,0,0,0,0,0,0,780.46,245.4,0,0,787.05,270.99,785.82,269.18,794.64,302.13,0,0,798.94,333.4,0,0,774.52,337.13,783.26,336.51,755.72,378.09,798.41,377.23,0,0,810.65,412.17
205,2022-11-10 12:33:49.920742,33,2,0,0,0,0,0,0,777,244.91,0,0,781.31,271.2,788.06,268.14,789.99,302.67,0,0,791.48,331,0,0,770.38,333.39,783.09,333.18,752.25,374.04,794.56,374.85,745.01,400.91,810.81,410.83
211,2022-11-10 12:34:06.010350,34,2,0,0,0,0,0,0,774.2,244.02,0,0,776.94,269.5,782.56,266.98,780.37,299.85,0,0,786.6,329.27,0,0,766.26,331.64,777.73,331.69,749.06,372.05,791.18,373.78,742.32,404.16,809.58,409.59
218,2022-11-10 12:34:22.182804,35,2,0,0,0,0,0,0,0,0,0,0,772.67,268.29,772.97,266.57,777.01,298.85,0,0,781.33,327.66,0,0,762.78,332.97,769.02,331.47,0,0,781.6,368.44,0,0,806.47,405.78
224,2022-11-10 12:34:38.375805,36,2,0,0,0,0,0,0,0,0,0,0,768.37,266.32,771.61,264.09,772.04,301.61,0,0,0,0,0,0,754.42,330.61,764.77,330.38,743.2,375.27,776.83,371.22,735.1,416.92,802.94,407.14
231,2022-11-10 12:34:56.506249,37,2,0,0,0,0,0,0,0,0,0,0,763.7,266.49,771.66,263.25,765.26,295.93,0,0,0,0,0,0,752.95,324.59,764.22,324,744.23,373.38,762.65,364.55,0,0,0,0
238,2022-11-10 12:35:14.723829,38,2,0,0,0,0,0,0,0,0,0,0,759.45,265.77,767.55,263.03,762.4,299.8,0,0,0,0,0,0,749.68,325.5,757.17,324.37,743.98,372.95,757.92,370.38,0,0,0,0
246,2022-11-10 12:35:33.881295,39,2,0,0,0,0,0,0,0,0,0,0,756.18,265.29,765.45,262.32,755.91,300.08,0,0,0,0,0,0,747.04,328.05,0,0,0,0,0,0,0,0,0,0
254,2022-11-10 12:35:55.223462,40,2,0,0,0,0,0,0,749.09,241.51,0,0,751.75,264.19,761.86,262.86,750.73,294.57,0,0,0,0,0,0,742.95,328.15,749.33,323.64,0,0,0,0,0,0,0,0
263,2022-11-10 12:36:16.413856,41,2,0,0,0,0,0,0,744.06,242.9,0,0,746.81,265.45,757.44,263.91,743.34,298.03,0,0,735.54,331.97,0,0,739.28,324.64,0,0,0,0,0,0,0,0,0,0
272,2022-11-10 12:36:37.584104,42,2,0,0,0,0,0,0,0,0,0,0,740.84,265.19,755.11,267.36,736.23,297.11,0,0,721.31,329.55,0,0,727.9,336.74,733.73,338.4,0,0,0,0,0,0,0,0
281,2022-11-10 12:36:57.645129,43,2,0,0,0,0,0,0,733.87,244.18,0,0,735.5,265.31,750.71,266.72,729.04,296.38,0,0,714.35,324.22,0,0,728.19,325.97,733.13,326.52,730.06,368.95,715.09,365.94,0,0,0,0
289,2022-11-10 12:37:18.015619,44,2,0,0,0,0,0,0,730.36,245.26,0,0,730.26,265.55,747.54,268.24,723.22,295.67,744.75,300.86,707.02,321.54,0,0,721.35,327.76,733.1,328.43,729.74,372.51,0,0,736.67,410.27,0,0
299,2022-11-10 12:37:38.290276,45,2,0,0,0,0,0,0,0,0,0,0,726,265.53,745.04,270.65,719.44,293.17,745.09,302.66,704.63,315.37,742.14,329.21,719.8,325.84,729.18,325.56,728.48,373.55,0,0,0,0,0,0
307,2022-11-10 12:37:56.345336,46,2,0,0,0,0,0,0,0,0,0,0,721.26,267.64,734.92,269.55,710.56,298.49,0,0,690.33,322.43,0,0,721.34,338.76,710.72,338.28,728.99,380.33,700.36,373.09,737.64,413.09,695.99,407.37
315,2022-11-10 12:38:12.403387,47,2,0,0,0,0,0,0,717.75,248.24,0,0,715.21,267.87,735.55,271.39,708.1,294.65,741,305.81,695.08,311.18,737.41,330.67,711.81,323.15,722.91,323.8,725.18,375.1,697.43,369.67,736.2,412.56,681.49,408.87
323,2022-11-10 12:38:28.472131,48,2,0,0,0,0,0,0,711.53,249.73,0,0,709.86,269.21,729.73,271.81,702.51,296.19,735.06,303.54,691.16,312.32,0,0,707.56,319.74,717.2,321.1,718.76,371.6,692.42,371.22,737.56,411.64,672.37,410.11
332,2022-11-10 12:38:45.544418,49,2,0,0,0,0,0,0,705.69,251.54,0,0,703.44,271.02,723.95,273.67,693.82,302.32,731.13,304.46,674.91,322.67,730.35,326.92,700.24,325.56,711.76,326.23,686.33,378.11,719.89,380,663.86,415.25,735.6,414.26
341,2022-11-10 12:39:02.604425,50,2,0,0,0,0,0,0,701.33,252.64,0,0,698.8,272.96,720.42,275.82,690.3,302.11,724.99,305.32,669.52,317.03,726.98,332.92,697.37,328.25,706.43,329.25,714.55,376.89,681.03,374.8,736.18,412.1,662.01,416.93
349,2022-11-10 12:39:20.593147,51,2,0,0,0,0,0,0,697.29,251.67,0,0,694.49,271.78,715.45,274.39,686.59,303.59,722.66,304.36,667.86,315.82,723.23,330.27,691.96,326.8,705.94,328.12,680.26,368.05,0,0,0,0,0,0
357,2022-11-10 12:39:38.663423,52,2,0,0,0,0,0,0,693.79,251.19,0,0,692.16,270.31,712,272.84,685.19,300.1,721.87,303.43,666.92,315.35,0,0,689.37,322.55,700.56,323.18,704.81,373.65,673.59,369.24,727.21,409.23,662.72,418.48
365,2022-11-10 12:39:54.684212,53,2,0,0,0,0,0,0,0,0,0,0,687.49,270.15,706.92,273.66,681.28,299.48,712.66,306.96,663.93,317.09,711.94,329.11,683.94,324.86,696.03,326.48,700.33,374.56,0,0,718.31,406.05,0,0
374,2022-11-10 12:40:11.752779,54,2,0,0,0,0,0,0,685.09,249.08,0,0,682.78,269.17,702.36,273.56,676.39,300.05,706.9,306.42,661.07,319.65,707.75,328.19,679.66,322.83,690.34,322.9,690.34,376.67,669.39,372.81,713.92,407.76,662.09,419.44
383,2022-11-10 12:40:29.946698,55,2,0,0,0,0,0,0,0,0,0,0,679.12,269.77,698.92,273.43,674.06,299.25,700.15,302.69,660.49,320.37,0,0,676.4,326.41,687.78,327.55,681.07,379.99,669.34,378.82,709.12,406.93,663.85,421.46
392,2022-11-10 12:40:49.177364,56,2,0,0,0,0,0,0,0,0,0,0,677.83,269.68,694.29,272.25,671.62,299.77,0,0,656.16,324.6,0,0,672.55,328.31,683.93,327.65,670.67,375.75,668.74,374.86,697.17,404.69,665.15,416.16
400,2022-11-10 12:41:08.253706,57,2,0,0,0,0,0,0,0,0,0,0,673.38,270.28,690.28,272.44,668.76,301.3,0,0,655.46,328.99,0,0,669.81,324.89,681.89,325.75,662.88,371.99,666.44,372.45,687.75,406.12,665.18,417.88
416,2022-11-10 12:41:45.518256,58,2,0,0,0,0,0,0,0,0,0,0,665.79,270.87,681.63,274.62,664.18,300.8,0,0,651.9,330.16,0,0,658.24,330.75,671.6,330.54,643.29,365.65,662.58,372.99,663.59,405.23,665.65,413.67
424,2022-11-10 12:42:03.735079,59,2,0,0,0,0,0,0,0,0,0,0,663.59,269.63,675.69,269.87,661.99,300.39,0,0,650.13,327.35,0,0,655.51,323.85,665.76,323.86,637.57,362.47,661.14,370.32,654.43,406.83,664.31,412.95
432,2022-11-10 12:42:24.014943,60,2,0,0,0,0,0,0,0,0,0,0,660.38,270.62,668.73,269.72,657.98,302.11,0,0,649.87,328.53,0,0,652.19,327.21,661.1,325.61,633.24,361.17,657.18,372.76,641.65,408.47,0,0
440,2022-11-10 12:42:44.318191,61,2,0,0,0,0,0,0,0,0,0,0,654.6,269.85,663.85,269.83,654.72,300.83,0,0,0,0,0,0,644.04,328.04,656.11,326.58,628.23,362.9,655.35,371.74,632.38,409.96,664.09,415.01
448,2022-11-10 12:43:04.411061,62,2,0,0,0,0,0,0,650.42,251.3,0,0,650.62,272.11,659.6,271.96,651.98,301.64,0,0,649.98,329.7,0,0,641.18,330.6,651.17,331.2,624.22,365.33,654.4,373.81,622.65,410.48,663.66,415.59
454,2022-11-10 12:43:23.544286,63,2,0,0,0,0,0,0,647.03,254.29,0,0,648.41,276.39,657.33,274.45,651.03,306.5,0,0,647.55,337.37,0,0,638.43,333.71,647.95,332.85,622.03,367.06,651.86,374.3,613.26,412.77,663.12,416.85
461,2022-11-10 12:43:42.759938,64,2,0,0,0,0,0,0,0,0,0,0,643.36,278.74,652.67,277.43,647.08,309.63,0,0,0,0,0,0,633.75,336.64,644.46,336.57,618.55,372.54,648.94,375.48,605.91,412.25,663.15,418.46
469,2022-11-10 12:44:02.053221,65,2,0,0,0,0,0,0,636.34,257.96,0,0,638.47,281.5,652.26,279.72,644.27,309.53,0,0,0,0,0,0,630.08,334.26,642.45,334.6,613.82,374.64,643.43,372.7,599.89,414.01,662.27,416.65
476,2022-11-10 12:44:20.165017,66,2,0,0,0,0,0,0,630.81,260.85,0,0,634.02,283.46,648.45,281.21,638.85,310.54,0,0,0,0,0,0,624.22,337.54,636.46,337.58,608.57,378.37,643.77,378.49,595.1,416.66,661.29,418.74
482,2022-11-10 12:44:37.144892,67,2,0,0,0,0,0,0,0,0,0,0,631.22,283.26,643.44,281.98,635.61,309.4,0,0,0,0,0,0,619.98,336.82,632,336.73,607.09,376.93,640.46,378.35,592.78,417.37,660.01,418.09
488,2022-11-10 12:44:54.231724,68,2,0,0,0,0,0,0,624.14,261.36,0,0,625.12,285.29,635.73,282.54,630.92,311.76,0,0,0,0,0,0,613.08,341.81,626.34,341.04,602.66,378.98,636.51,377.7,594.32,418.69,655.47,418.28
495,2022-11-10 12:45:11.477568,69,2,0,0,0,0,0,0,620.66,259.71,0,0,621.96,281.94,631.63,279.8,624.01,308.66,0,0,0,0,0,0,606.54,338.22,619.5,338.42,598.88,377.32,625.29,375.04,593.25,416.78,648.87,414.72
502,2022-11-10 12:45:28.635431,70,2,0,0,0,0,0,0,0,0,0,0,617.12,280.73,625.16,279.81,618.26,313.89,0,0,615.99,340.77,0,0,600.89,341.77,612.75,341.07,596.3,381.74,615.94,377.82,593.22,418.63,642.11,410.37
509,2022-11-10 12:45:45.849718,71,2,0,0,0,0,0,0,0,0,0,0,612.41,282.79,623.73,283,610.52,314.98,0,0,0,0,0,0,598.18,341.02,607.89,340.71,594.25,380.87,607.8,378.49,592.31,418.59,634.16,409.49
517,2022-11-10 12:46:01.885745,72,2,0,0,0,0,0,0,607.98,259.06,0,0,608.15,282.45,621.53,281.46,606.42,315.83,0,0,599.62,347.15,0,0,596.4,342.56,605.36,342.31,591.66,382.33,601.46,380.24,591.8,420.23,626,409.06
525,2022-11-10 12:46:18.010476,73,2,0,0,0,0,0,0,604.73,259.16,0,0,604.22,281.62,619.2,281.63,599.52,313.19,615.65,312.8,590.28,340.32,0,0,594.89,339.47,605.25,339.43,589.65,379.27,597.22,378.23,591.29,420.38,617.13,409.16
533,2022-11-10 12:46:35.188212,74,2,0,0,0,0,0,0,600.18,259.21,0,0,600.42,280.73,614.42,280.89,598.14,311.28,0,0,0,0,0,0,590.82,336.67,597.55,336.48,587.61,377.92,587.76,376.43,593.09,419.59,603.23,411.22
540,2022-11-10 12:46:51.235624,75,2,0,0,0,0,0,0,596.29,259.94,0,0,595.41,281.48,612.38,280.9,589.88,309.96,611.68,313.48,579.65,339.52,607.87,339.27,587.7,332.18,598.18,332.68,584,376.83,587.1,375.31,590.58,419.19,592.56,413.99
547,2022-11-10 12:47:08.387427,76,2,0,0,0,0,0,0,591.28,260.1,0,0,590.51,280.35,609.63,281.53,583.51,308.81,607.9,312.34,572.29,332.9,606.28,338.23,583.59,332.88,592.97,333.39,581.35,378.86,576.86,376.36,588.89,421.21,584.35,418.22
555,2022-11-10 12:47:25.579459,77,2,0,0,0,0,0,0,587.55,259.93,0,0,586.05,279.75,607.42,282.46,579.5,306.42,607.16,312.81,568.53,328.22,606.13,337.84,580.78,330.6,591.13,331.63,581.16,378.93,568.83,370.38,588.09,421.33,573.86,414.64
563,2022-11-10 12:47:43.821155,78,2,0,0,0,0,0,0,585.2,260.62,0,0,583.44,279.63,604.32,282.4,577.02,305.6,606.48,312.79,562.66,328.77,605.4,338.85,578.78,329.32,590.18,330.55,581.49,377.27,567.13,370.07,588.89,423.1,565.57,416.55
570,2022-11-10 12:48:02.023821,79,2,0,0,0,0,0,0,581.2,260.86,595.78,260.78,580.33,280.23,601.6,282.34,572.77,308.01,605.28,313.99,557.34,329.12,605.03,339.2,577.21,329.62,588,330.71,581.31,379.03,566.53,372.69,589.69,421.71,558.46,414.73
577,2022-11-10 12:48:19.074989,80,2,0,0,0,0,0,0,578.93,260.83,0,0,576.84,280.62,599.69,282.63,569.82,305.64,600.71,312.94,557.35,322.93,601.56,338.82,574.47,329.41,586.29,329.06,580.91,379.15,564.18,375.88,589.92,421.35,552.88,413.78
586,2022-11-10 12:48:38.206934,81,2,0,0,0,0,0,0,575.78,261.63,0,0,574.18,280.93,596.45,283.4,565.3,308.49,600.01,314.53,549.02,325.8,601.04,340.43,571.21,330.03,582.83,330.18,579.24,379.79,562.59,378.88,590.6,421.73,548.08,416.01
596,2022-11-10 12:48:57.390790,82,2,0,0,0,0,0,0,573.41,262.98,587.98,263.76,570.11,282.23,594.94,285.75,562.32,307.89,598.44,314.65,547.26,322.39,600.53,341.08,567.97,332.74,580.53,334.05,579.7,381.3,559.33,380.58,591.82,419.68,546.29,415.83
605,2022-11-10 12:49:15.681055,83,2,0,0,0,0,0,0,571.14,263.13,585.96,263.19,567.54,282.09,591.75,285.51,557.2,308.89,595.71,315.29,538.82,325.75,599.15,341.28,565.35,329.46,579.1,331.07,576.14,379.71,557.78,378.42,592.38,418.55,544.59,416.76
614,2022-11-10 12:49:33.959394,84,2,0,0,0,0,0,0,569.43,262.86,583.07,262.98,566.18,281.29,588.75,284.57,555.03,309.86,592.39,314.5,537.87,325.97,596.86,340.22,562.01,331.29,574.76,332.26,577.43,381.93,555.21,379.74,590.9,417.42,544.79,416.39
622,2022-11-10 12:49:52.125894,85,2,0,0,0,0,0,0,567,261.05,0,0,562.81,280.3,586.08,283.29,552.23,308.94,590.85,313.44,533.17,327.53,594.37,339.02,560.54,332.32,572.55,332.74,575.52,381.95,553.15,379.34,589.32,417.94,544.41,416.74
